sentence,label
ST 五 环：风险提示性公告  ,0
ST 五 环：预计2002年仍然亏损  ,0
ST 五 环：预计2002年将继续亏损  ,0
ST 五 环：股价异动之风险提示  ,0
ST五环2002年第三季度报告  ,1
ST 五 环：2002年第三季度报告摘要  ,1
ST 五 环：董事会通过2002年第三季度报告  ,1
ST五环2002年半年度报告补充公告  ,1
ST 五 环：2002年半年度主要财务指标等  ,1
ST 五 环：重大诉讼判决公告  ,0
ST 五 环：2001年度利润分配方案等  ,1
ST 五 环：2002年中期预亏公告等  ,1
ST 五 环：董事会换届议案  ,1
深交所:关于对长春北方五环实业股份有限公司等十三家上市公司予以内部通报批评的决定(9)  ,0
北方五环2002年第一季度报告  ,1
北方五环：通过2002年第一季度报告  ,1
北方五环：召开2001年度股东大会通知 ,1
北方五环2001年年度报告  ,1
北方五环:董事会关于延期披露年报的公告  ,0
北方五环：风险提示性公告  ,0
深交所:关于对长春北方五环实业股份有限公司予以内部通报批评的决定 ,0
北方五环：2001年预亏公告等  ,0
北方五环：股权转让补充公告  ,0
北方五环：出售长春第一光学仪器厂股权的决议  ,1
北方五环：股本变动公告  ,1
北方五环：办公地址变更公告  ,1
北方五环：重大诉讼事宜进展情况补充公告  ,1
北方五环：董事会公告  ,1
深交所:关于对成都宗申联益实业股份有限公司等21家公司予以内部通报批评的决定(000412)  ,0
北方五环：补充及更正公告  ,1
深交所:关于对广西康达(集团)股份有限公司等公司予以内部批评的决定(000412)  ,0
长春北方五环实业股份有限公司2001年中期报告  ,1
长春北方五环实业股份有限公司2000年年度预亏公告  ,1
北方五环股份变动公告  ,1
长春北方五环实业股份有限公司1996年度股东大会公告  ,1
长春北方五环实业股份有限公司1996年度分红送股和资本公积金转增  ,1
长春北方五环实业股份有限公司关于召开临时股东大会的公告  ,1
长春北方五环实业股份有限公司股份变动的公告  ,1
长春北方五环实业股份有限公司1997年度临时股东大会决议  ,1
长春北方五环实业股份有限公司1997年度股东大会决议公告  ,1
长春北方五环实业股份有限公司2000年中期预亏公告  ,1
长春北方五环实业股份有限公司董事会关于本公司1995年度利润分配预案的公告  ,1
长春北方五环实业股份有限公司关于召开临时股东重新研究本公司19  ,1
长春北方五环实业股份有限公司第二届董事会第六次会议及召开1996  ,1
长春北方五环实业股份有限公司关于召开临时股东大会的公告  ,1
长春北方五环实业股份有限公司董事会关于本公司1995年度利润分配  ,1
长春北方五环实业股份有限公司2000年中期报告摘要  ,1
长春北方五环实业股份有限公司董事会公告  ,1
吉林常春律师事务所关于长春北方五环实业股份有限公司1999年度股  ,1
长春北方五环实业股份有限公司1999年度股东大会决议公告  ,1
长春北方五环实业股份有限公司监事会公告  ,1
长春北方五环实业股份有限公司关于召开1999年度股东大会的公告  ,1
长春北方五环实业股份有限公司董事会公告  ,1
长春北方五环实业股份有限公司第三届监事会第二次会议公告  ,1
长春北方五环实业股份有限公司第三届董事会第三次会议公告  ,1
长春北方五环实业股份有限公司关于收购长春大成五环淀粉开发有限  ,1
长春北方五环实业股份有限公司1999年度临时股东大会决议公告  ,1
长春北方五环实业股份有限公司更正公告  ,1
长春北方五环实业股份有限公司董事会关于1999年度临时股东大会补  ,1
长春北方五环实业股份有限公司董事会公告  ,1
长春北方五环实业股份有限公司董事会决议公告  ,1
长春北方五环实业股份有限公司召开1999年度临时股东大会的通知  ,1
长春北方五环实业股份有限公司关于延期召开临时股东大会的通知  ,1
长春北方五环实业股份有限公司董事会决议公告 ,1
长春北方五环实业股份有限公司内部职工股上市流通公告  ,1
长春北方五环实业股份有限公司1998年度股东大会决议公告  ,1
长春北方五环实业股份有限公司监事会公告  ,1
长春北方五环实业股份有限公司董事会决议公告及召开1998年度股东  ,1
长春北方五环实业股份有限公司监事会会议公告  ,1
长春北方五环实业股份有限公司关于召开1997年度股东大会的通知  ,1
长春北方五环实业股份有限公司1997年年度报告摘要  ,1
长春北方五环实业股份有限公司董事会紧急通知  ,1
长春北方五环实业股份有限公司1997年度中期报告    ,1
长春北方五环实业股份有限公司1996年年度报告摘要     ,1
长春北方五环实业股份有限公司1996年度中期报告    ,1
长春北方五环实业股份有限公司股票上市公告书  ,1
长春北方五环实业股份有限公司招股说明书概要  ,1
春节前三天全国多地接待游客人次远超往年湖南省文旅厅近日披露的数据显示，春节假期首  ,1
大庸古城这烫手货扔了，否则20亿的折旧，每年都要扣，不知道要几年才能扣完，把每股  ,0
我这人胆子小，知足常乐，我走咯，再见  ,0
春节期间，各景区爆满，节后张家界迎三个涨停。  ,1
景区人山人海的，希望开门涨停  ,1
200股，剩一半了。欢迎再折半。  ,0
买进就开始暴跌，20%还多的亏损了，这是逼我不做长线也得做长线了！  ,0
国企杀跌中的带头大哥  ,1
涨一波吧，好过年    ,1
张家界：中断四年的元宵灯会将在大庸古城举行  ,0
真晦气，买完就一直跌，大过年的一点都不带反弹的  ,0
年报出来st还要大跌 ,0
现在杀跌毫无意义了! 真不如去配合国家队自救！ 战略性申购开放式股票基金吧！  ,0
明儿涨停，春节到了  ,1
旅游板块跌的最晚，跌的最深，涨的也最晚！割了换股！  ,0
明天要涨停了  ,1
学学宋城点挣钱  ,0
4.44收盘。  ,0
游资和散户现在一脸懵逼！无法判断是否反转！所以除了大盘股就没有人来抢。  ,0
上市以来为什么没有分过红？   ,0
桂林旅游，丽江旅游，西安旅游，黄山旅游，天目湖都不错！何必和它计较呢！白瞎那么好  ,0
我看好这家，因为我还没有买  ,0
四千股涨你都在跌，你要跌到什么时候  ,0
市值40亿以下的小盘股都被刀了  ,0
没什么每天都比板块差啊[笑哭]     ,0
有病吗？是跌的还不够啊？  ,0
主力给点力，过年给你包饺子  ,1
你是真的一点脸也不涨  ,0
买了张家界，除夕吃饺子改成吃面了。  ,0
12386举报一波吧张家界天天喝人血  ,0
去年一直和桂林旅游价格不相上下，业绩太差所以目前被甩掉了！  ,0
烂了，透顶了，买了你真够倒血霉了  ,0
怪自己有眼无珠，还重仓，血亏得找不着北[晕]  ,0
就值十个亿，不能再多了  ,0
连亏3年  ,0
你不红，我只能去举报你去了  ,0
明天继续加仓，不相信会跌没[得意]  ,0
张家界股价创近4年新低  ,0
会不会st？根据自己阅读理解相关文件，认为不会被st。请教各位大神，我的理解对不  ,0
给个面子涨一点  ,1
金董您好：公司有没有注入资产的计划？大庸古城春节期间有没有大型活动？  ,0
4.67补仓  ,1
心态崩了，怎么搞的  ,0
太便宜了，可惜没有子弹！  ,0
这么快就到4块了[憨笑][憨笑][憨笑]哦哈哈哈，还是等破了4块再说吧[鼓掌][  ,0
脑瓜子嗡嗡的  ,0
融券开始砸盘，这样跌下来他好抄底买回来把股票还给大股东[微笑][微笑]  ,0
张家界(00043,0
这是有什么大事发生了吗  ,0
张家界股价创逾27个月新低  ,0
6.7的本好惨啊[哭]  ,0
这企业能承包给我吗？至少不亏损[鼓掌][鼓掌]  ,1
没钱了，兄弟们我过年都没钱了     ,0
准st股  ,0
连续很多年亏损，年报时就是st了   ,0
明天跌停了   ,0
大股东质押要爆仓了，大跌才刚开始  ,0
大庸古城就像在当铺里，光板没毛，中小股东提名老胡当独董，以老胡流量，完全可以点石  ,0
我要建仓并做替一直玩到6月  ,1
张家界股价创逾21个月新低  ,0
没退市风险吧？  ,0
看看它，其它旅游股票今天好歹红色，它还是绿色  ,0
上市公司不回购点吗！？  ,0
一个月跌2元多，牛逼！  ,0
就差6分钱，主力给点力，拉红  ,1
你是真不长脸，一路狂跌  ,0
好久没看了，哪位大佬能告诉一下发生什么事了吗？  ,1
能不能把大庸古城这赔钱货卖了，年年折旧亏死了  ,0
抄底，居然跌这么多  ,0
买这个真的要亏死  ,0
上周五尾盘买了20万，一天亏了我16880元！！！！  ,0
5.21买了点，国资控股的股票  ,0
可以抄底了吧   ,0
6.88元买入，准备赚万把钱正月去张家界旅游一趟的。计划还有希望能实现吗[害羞羞  ,0
还亏？？？  ,0
又要跌停了？  ,0
砸到430来抄底  ,1
张家界旅游不能错过  ,1
这个股今年会st吗？  ,0
sT张家界  ,0
金董您好，万达债务危机解除，与大庸古城的项目合作正在推进吗？建议可以与万达合作的  ,1
张家界美食消费季 邀客共享幸福年味  ,1
血淋淋的跌，休息一下吧，太  ,0
张家界股价创逾15个月新低  ,0
吓唬谁，比耐心吗  ,0
现在是越跌越买[吃瓜]  ,0
跌停？？？？？？  ,0
你涨多吗？来跌停！  ,0
经董事会研究申请，由二级场中小投资者批准，公司现更名为-张家跌。  ,0
要跌停了。。。无语吧  ,0
这下比獐子岛还差了...  ,0
连续下跌资金竞然是流入，这是什么操作？不解不解  ,0
为什么要折旧？有什么特殊目的吗  ,0
这个破股票，无语死了。  ,0
风景是天然的，收门票居然收赔钱了[为什么]  ,0
披着旅游业外表的房地产公司，还是只建不卖等着贬值的那种  ,0
张家界预计2023年净亏损1.95亿元至2.5亿元  ,0
卖屁天天的都跌滚  ,0
没办法，继续买入！  ,0
sT张家界距退市又近了一步  ,0
哦哈哈哈快破5，破了又可以接猪血了  ,0
跌跌不休！谁有友善福  ,0
一个季度能搞出这么多折旧，牛到家了  ,0
海航的兄弟们，大家逢底进场  ,1
低于6：20就加仓！目标位9元。  ,1
张家界股价创逾,1
这个预告是别有用心的！大家小心，控制好！  ,0
张家界：预计23年年度归母净利润同比增长3.86%至25.01%  ,1
天门山风景区，这货有没有份？  ,0
这市场旅游都没钱没心情啦   ,0
来个跌停吧，，痛快点，，  ,0
跌上瘾了！继续看跌！  ,0
垃圾跌多的涨少的  ,0
又新低，没完了？  ,0
md兄弟们我撤了太垃圾了啥时候能到7回本啊[哭]  ,0
这回张家界必须要把门票所有的经营项目都要注入上市公司！！！中国没有第二个张家界！  ,1
今年如果再亏损是不是就是st了？  ,0
大庸古城这个资产看咋处理好，他的春天就来了，通过2023的季报，全部亏损！2,0
有朋友问：“人为什么要拼命努力地赚钱？”，他的意思是钱财生不带来，死不带去，为了  ,0
出手！？  ,0
从走势看，业绩一般般！  ,0
去年11月还在谈和万达合作[滴汗]，可见管理层是病急乱投医，你找龙湖地产，找招商  ,0
大盘这样，它都能跌4个点  ,0
7.77一辈子回不来了   ,0
支持入境赴张家界旅游  ,1
难搞，走势太复杂，磨叽  ,0
建议把大庸古城建成美食餐饮非物质文化遗产精品民宿一条街，搞一些接地气的内容，建一  ,1
周末要出年报了，亏损多少啊  ,0
真牛，全年收入700亿，还没人家哈尔滨一个月收入高，真是第一了  ,0
sb又跳水  ,0
放我出去吧[摊手][摊手][摊手]  ,0
张家界有退市风险，小心为妙！！！！   ,0
张家界已经连续3年业绩亏损了，触及退市红线 ,0
连续亏损，不st吗？会不会退市     ,0
大庸古城的问题不解决，st是迟早的事   ,0
几年了，还没走出亏损泥潭，真是浪费了这天赐宝地。  ,0
连续四年亏损今年要st谨慎参与  ,0
市值管理！  ,0
6.99,0
大盘又快两千九，家鸡仍就像趴狗[亏空]  ,0
中国新加坡公民签证互免，瑞士公民签证单免，张家界不会缺席。  ,1
放假了，旅游走一波  ,1
金董您好：大庸古城何时正式运营？目前有什么进展（与万达集团合作）？还有其他计划吗  ,1
9.5的本，还有机会回本吗？  ,0
7块的本  ,0
啥时候能到7快多啊啊啊啊我曰他得，  ,0
张家界股价连续2日创逾14个月新低  ,0
这里的主力有事今天请假，今天没戏！  ,0
我的马也，前几天7块买的都能被深套  ,0
只要有托单就跌无止境   ,0
20亿的张家界风景区  ,0
板块倒数的够比你不是跟板块么？  ,0
今天能涨停吗？涨停就能回本和挣钱。  ,0
请问公司是否考虑收购张家界荷花国际机场资产，进一步夯实公司旅游交通业务？  ,0
张家界股价创逾14个月新低    ,0
本来还以为会拉尾盘，还跌尼妹的  ,0
七块会到的吧[好困惑]  ,0
没人信了  ,0
三年过后其他家纷纷复苏，业绩回升，你是越来越亏………  ,0
错失冰雪涨幅机，皆因老张古城弃；板块跌幅总第一，无奈老弱且病鸡；虽然老鸡仍有劲，  ,0
两天跌10几个点王8  ,0
6.92卖出，6.54买回，T了一把，嘻嘻嘻  ,0
哈哈哈哈哈哈终于开盘板块涨幅第一，十个涨停在路上！  ,1
明天大阳线！！  ,1
看来还要被暴击，真是全军覆没了...  ,0
废了！！！  ,0
自由落体  ,0
不管了加了一倍仓，目前亏4个点  ,0
将要易主，暴升涨将上至70  ,0
要跌停你就速度点[捂脸]  ,0
星期五还以为赚钱了，今天才知道，害人不浅  ,0
大雪把张家界给埋了！！！  ,0
比起这个股票，其实我南城释小龙还是认为更可靠，特此劝说各位挥泪斩仓，转战蔚蓝锂芯  ,1
这个股有毒  ,0
确实恶心  ,0
抢入，春节前后旅游业火爆，暴力涨升。  ,1
全仓买入，追涨  ,1
张家界大庸古城即将大规模开业运营  ,1
湖南文旅局，很给力！看好北方大地瓜南下！  ,1
据说大庸古城是对标宋城演艺，要是万达帮助张家界操盘搞起来，张家界就是下一个长白山，商代大庸国，加油！  ,1
炒股了很多年，现在我南城释小龙总结出了规律：其实只要坚持一点，突破20日均线坚决  ,1
张家界旅游局没有用，抖音粉丝1.8万，难怪起不来  ,1
买你了，别让我看不起你  ,1
业绩差的涨得好，才选你[哭][哭][哭]  ,0
张家界马上大盈利了，营收大幅增长，20/21/22/23营收依次为1.9/1.7  ,1
能涨停吗？  ,1
什么时候到8哦  ,1
这个月九华旅游都涨停4次了，张家界落后太多了！  ,0
离回本还遥遥无期[摊手]  ,0
看来是扭亏了  ,0
今年去张家界旅游的人挺。  ,0
卖掉了，等机会再进  ,0
张家界过两天大雪纷飞，怎么就搞不过云南，  ,0
早上选择丽江旅游还是张家界，选的张家界，唉，人家涨停了，你还高开，赶紧的啊。  ,0
拉高出货  ,0
今天展翅高飞！  ,1
真是无语涨的时候没有它跌的时候是领跌公司到底怎么了  ,0
湖南文旅局长变身茅古斯跳科目三 身披稻草跳舞揽客  ,1
一点没长，跌起来比长白山还猛？  ,0
庄是不是跑路了，或者爆仓了  ,0
1月18号的走势：继续下跌调整  ,0
这股不可能涨了  ,0
我张家界有这么软？我不信  ,1
7是有刀吗一站上7就咔咔的砸盘  ,0
长白山，大连倒了，旅游板块这么好机会，抢龙头，抢人气的机会，其他个股竟然都不抢，  ,0
没戏了，都卖了走吧  ,0
意外！张家界的旅游局局长火出圈了，视频播放量逼近400万次！！！  ,1
张家界旅游局长化身“茅古斯”跳科目三火出圈了！  ,1
请问公司有冰雪旅游项目吗？谢谢  ,1
要涨停了[上涨][买入][买入][买入]  ,1
没盈利过，为何不st  ,0
没有几千万估计也点不了火  ,0
真是没格局  ,0
要论旅游景区跳水哪家强必定是湖南张家鸡  ,1
牛逼的不要不要的  ,0
一流景区，几流经营水平？？？？  ,0
湖南旅游最多的是长沙和周边，这股长年不活跃，找补涨不如去西安旅游找机会。  ,0
拉上去兄弟们  ,0
亏不亏损没啥事，明摆着在捡便宜货  ,0
长白山明天倒，11板的高度，会有补涨龙，主要是明天的一板和二板，年前没什么题材，  ,0
自己踩到，只能赖了....  ,0
张家界2023年前三季度净利-4220.4万 亏损减少70.65%  ,0
张家界：2023年前三季度净利润亏损4220.4万元，上年同期亏损1.44亿元 ,0
张家界：预计前三季度净亏损缩窄至4500万元-5800万元  ,0
张家界：2023年前三季度净利润约-4220万元  ,0
张家界：预计前三季度净利润亏损4500万元-5800万元  ,0
张家界7.22元有大阻力线，半年内也不会突破的  ,0
黄山每周三免费，张家界可以相仿一下，去的人多了，大庸古城也就盘活了！  ,1
又来了一批新人，老股东我们保持沉默[想一下]不要搭理这些新人  ,0
反反复复震荡筑底。  ,0
这票最近一俩年好像都没涨停过，有点像庄股  ,0
峨眉山也大涨了  ,1
西安旅游涨停了  ,1
醒醒醒醒…日头都半天高咯  ,0
张家界大双底已经形成，短期孔雀东北飞即将展开！乖乖十个涨停在路上！  ,1
这样好的景观，这样差的  ,0
既然都到这个地方了，那主力一定会让它突破的，等着瞧！今天要吃肉！  ,1
去张家界旅游的人消费能力都一般[捂脸]，配得上这个股价  ,0
严惩掏空  ,0
中共中央、国务院发布关于全面推进美丽中国建设的意见  ,1
会有这么巧吗？名字三个字景区管理地方国资，这不是长白山的补涨股？今天涨停价格7.  ,0
不知道当初积极主张上马大庸古城的＂罗选国＂它目前正在干嘛？为了实现个人梦想和个人  ,0
去的人多了，商铺就升值了  ,1
东北小财神都到桂林了，下一站就是张家界，我看到88.8元再卖！  ,0
小建议（希望公司高层看到）  ,1
昨天卖了是明智的选择  ,0
底部，买。。  ,0
7块3买的，到现在还没回本  ,0
今天估计是旅游板块最后的疯狂，张家界这一波算结束了！  ,0
60月撒芝麻做鸭嘴。野马过河  ,0
大家今天有没有卖  ,0
张家界：预计23年半年度归母净利润同比增长63.32%至67.59%  ,1
明天感觉又要跌  ,0
这个公司完了，股吧也没啥声音了，在这呆了八个月，9.5入的手，看不到底部一直不敢  ,0
连桂林不如，板块的垃圾！  ,0
张家界的雪不是雪吗  ,0
张家界学学哈尔滨吧，  ,0
张家界1月9日快速上涨  ,1
张家界你兄弟桂林旅游比你高多了啊，快成你爸爸了啊，好意思么哈哈哈  ,0
厚积薄发、风水轮流转转！  ,0
股票也是公司的一张名片，名声臭了，以后没人去张家界玩了！  ,0
为什么不涨？就因为他把门票收入拿出上市公司了！！所以他不是张家界！！！  ,0
南方的小辣椒加油啊，股价提高了，人气就爆火了[呲牙][呲牙]  ,1
眼看要回本了，又要调整？？有没有大佬预测下明天有走势！  ,0
扶不上墙的烂泥啊，去给大连亚圣提鞋吧，让他带你玩一下，我还差三个涨停才回本啊，让。,0
速度换龙江交通！  ,0
争点气，学习一下峨眉山或者贵驴不行吗？  ,0
板块都涨不过  ,0
桂林旅游里的主力现在正出货，现在正扫货张家界，多便宜啊简直是黄金随便拾！    ,0
看看桂林热度也不会蹭这个公司营销吃干饭的  ,0
下周开始老乡别跑，大家合力干到8块  ,1
破7就拼命地砸  ,0
跳水你是第一名  ,0
游客爆满股票爆跌  ,0
需要调整了！  ,1
张家界唯一的上市公司，政府要整合资源，发展壮大。  ,1
大连圣亚、长白山连续涨停之后，张家界、黄山旅游、九华山、峨眉山......哪个接  ,0
中科云网都反抽了这货还不动[为什么]  ,0
放量滞涨了该撤了  ,0
元旦旅湖南接待游客2102.14万人次，暂时领跑全国  ,1
今天涨停了  ,1
董秘好，大庸古城招商目前进行如何？  ,0
这涨点就跳水  ,0
资金大幅流入张家界  ,1
离我的预言七块钱越来越近了  ,1
又是脑子一热在最高价冲了进来。  ,0
6667给压死了  ,0
放心电广传媒来收购你，  ,0
有方威在，没人敢动，没人会来抬轿！他走了才有机会！  ,1
小盘旅游股，节后来一波。起码50%  ,1
我的预言七块钱快成真了  ,1
在怎么办也是把门票收入拿出去分红了！！上市公司没有门票收入的！！！！！  ,0
张家界有跳水队？  ,0
明天要跌了  ,0
这么好的行情这货被3940压的狠狠的证明没人要  ,0
不够烂没人炒滴。  ,0
这家董秘太差劲  ,0
明天涨到七块钱  ,1
避开了张家界的大跌并抄到张家界的底  ,0
张家界股价创逾13个月新低  ,0
赶紧走吧．亏捐太严重了  ,0
别的不看，看看桂林，也是退市节奏  ,0
6.20入  ,0
这桌没人玩罢了罢了，去另外一桌玩玩。  ,0
错过了7.13，后面感觉解套无望了。  ,0
明年退市吗    ,0
是不是都懒得吐槽了大家！  ,0
今天必涨！  ,1
张家界:关于持股5%以上股东部分股份被冻结的公告  ,0
明天退市吗  ,0
7.6的本，何时解套啊  ,0
9.5的本，不加仓的话，何时能回本啊   ,0
张家界，还剩最后一周时间2023年节束，年报是否亏？亏的可能性很大了，年底优质资    ,0
很好三连跌哌唧哌唧   ,0
大家稳住啊？我感觉过了元旦会涨回去的！  ,1
老乡们都是多少的成本这个孙子套了多少人  ,0
董秘失踪了吗？  ,0
应该庆幸我们没选游戏  ,0
有一种死给你看的态势  ,0
张家鸡很啦鸡  ,0
对国外开放，利好旅游，张家界在匍匐待飞[偷笑][偷笑]  ,1
完蛋了吧  ,0
张家界 年度预赢公告  ,1
做个清醒的人，获利就跑！  ,0
应该是机会来了！  ,1
我一个农民买了你造孽啊，血亏，今年赣南脐橙又滞销，股票还血亏[哭][哭][哭][  ,0
居然没有跌停    ,0
救我梭哈的  ,0
利空出尽做好连板准备  ,0
张家界：控股股东一致行动人产业公司所持6.32%公司股份被司法冻结  ,0
张家界：股东产业公司累计被冻结股份约2558万股  ,0
什么世道...  ,0
主力开始试盘，但是先别急有可能还要洗。  ,0
昨天你涨停啦？  ,0
割肉了亏10个点  ,0
涨的时候跟一样，跌起来你凶得很啊，直接干到板块倒数第二  ,0
年初9元多卖了，调整了一年，可以进了，明年年K线大阳线[强壮][得意][上涨][  ,1
这是大出货，前年那些进来的，最后要跑了  ,0
走坏了，没戏了！   ,0
什么情况，旅游上热门第一了  ,1
明年开春就暴涨  ,1
张家界刚解套犹豫一下没抛结果又套住了  ,0
太强了，有点害怕  ,0
董秘您好，公司23年三季报显示公司净利润亏损有所减少。根据碧湾APP分析，净利润 ,1
注意啦！飞猪最新报告，元旦假期旅游同比增长4倍，出境游增长10倍！估计，春节小长  ,1
今天开始试盘了．立贴为证．现在最后上车时间  ,1
收盘跌停  ,1
现在最好上车机会  ,1
董宇辉下一站张家界  ,1
这股历史都没有几次大的涨停，没想到有这么多人追  ,1
不知道的还以为主力没钱呢[大笑]  ,0
旅游因为董宇辉，在涨，问一下管理什么时候来，张家界  ,1
旅游板块为何异动？  ,0
股友们你们今天收益怎么样  ,1
经济前景一片大好  ,1
快点卖吧，少亏当盈，3年亏损就退市  ,0
这是干啥，比手速吗？  ,0
张家界12月19日快速上涨  ,1
请大家珍惜手中的筹码，这个股票会春节前涨超过30%  ,1
太强了，有点怕  ,0
如果今年还亏损，会不会被st?   ,0
每天都是上午涨一点，下午落一点，等于原地踏步  ,0
这就是国企改革  ,1
开始横盘了，随时准备起飞。  ,1
国企改革加油  ,1
张家界资产注入，重组可获得重生  ,1
湖南省国企重组名单中，后期值得期待。  ,1
湖南张家界，湖南，，想胡是真的难啊。  ,1
什么情况？要筹码  ,0
世界稀缺不可复制的资源！  ,1
就你也想当大哥  ,0
张家界这是有雷吗？！这周的走势！  ,0
万年不倒旅游资源股  ,1
张家界时间不多了！还有近3周时间2023年结束了。能否扭亏，唯一办法是资产置换。  ,1
无庄垃圾，无庄垃圾，继续观望看热闹，一股不要  ,0
主力你敢砸我就敢补现在五千骨准备跟你死磕补到五万股有种就砸到五块想一下  ,0
反弹无量，下跌无量。说明就是没人要的垃圾，继续远离看热闹  ,0
终于有异动了  ,0
退市吧此股进去就套人张家界  ,0
方威卖股票了，不资道方威是谁自己看看去！哈哈  ,0
6.22先补一半。拿到五一节。  ,0
最LJ的票  ,0
无量下杀，等一下吧  ,0
六块满仓，等你回来。  ,0
此股发行，是为张家界市服务的，是扶贫股，根本不要买这科贫困地方股，套你没商量。  ,0
无量大垃圾股，只有才会买，远离  ,0
几分钱玩N天  ,0
请问公司“旅游＋”跨界融合发展情况？  ,0
放开六国免签，应该利好旅游啊  ,1
这种蚂蚁上树的形态说明了啥  ,0
明天开始一路向上，一直到4月份，抓紧时间上车  ,1
公司动态 | 祥源百龙天梯与四家景区空中客运交通公司举行“一票制”合作签约仪式  ,1
唉！全国进入冬季，流感开始，旅游景点将受很大冲击！看来旅游景点夏季是买点。  ,0
无庄垃圾股，无大资金进入，会有弱反弹。远离  ,0
张家姐姐，丑的很，必须整容，方可见人。  ,0
拿稳！！！  ,1
这是无庄垃圾股。靠做梦的垃圾散，别想挣钱  ,0
俞敏洪表示，中国旅游业迎来了从走马观花到下马体验时代  ,1
雷爷一捐就是半个张家鸡[摊手]  ,0
张家界应该增加阿凡达概念[大笑]  ,0
来点试试  ,1
今天6.93买了一些，目标不高，10个点，按以往的走势，年前问题不大。  ,1
大家赶紧买，此股是大牛股  ,1
T个盒饭钱  ,1
旅游股真正的龙头就是九华旅游，龙头不起，整体板块都只能是瞎折腾。  ,0
要出大利好了，送给有缘人，张家界终于来了  ,1
门票试用期2年？？？！！骗！！！  ,0
进可攻退可守，六块八毛到七块之间蹦跶，我就休息了[毛估估]  ,0
韭菜一买就套，就是他们只会看消息，不看走势和指标  ,0
韭菜就是韭菜，韭菜看多垃圾股，就是大利空， ,0
粤万年青拿了一年今天终于回本了，张家界拿了半年多了，明年四月份能回本吗？  ,0
无量无庄垃圾，什么利好，不要上韭菜得当  ,0
此股绝对涨，因为三天前我卖了  ,1
有没有7.65元买的呀，看来解套无望了  ,0
准备冲了！[撇嘴][撇嘴][撇嘴]  ,1
【东方财富】尊敬的客户，张家界（000430）公司于2023年1,1
可以涨了，我卖完了！[微笑][微笑][微笑]  ,1
张家界！下月底前能否扭亏为盈很重要。假如：不扭亏将对张家界是毁灭性打击，ST张家  ,1
张家界的主营业务是什么  ,1
张家界雾凇上中央二台了，都去看看  ,1
7.06的本什么时候才能解套...........  ,0
不要被狗托忽悠买地下室里的垃圾股，只是弱势反弹  ,0
旅游股为何迟迟无热度每日成交都是在左手倒右shou  ,0
主力开始筑底了  ,0
买买买！超低价值旅游股！迎接元旦.春节假期行情展开，起袖子加油干！  ,1
看看桂林旅游  ,0
哪个在压盘  ,0
破位，无庄，地下室里挣扎，继续观望看热闹  ,0
这回大股东应该把张家界门票收入注入上市公司了吧！！！不然存在欺炸发行！！！！！  ,0
点评：破位，无庄，无量，无换手垃圾股，继续观望看热闹  ,0
韭菜待在地窖里一定很凉快，冻得瑟瑟发抖吧  ,0
破位，无庄，无量，垃圾股，继续观望看热闹  ,0
一买就套了，你还高抛个鸟呀。忽悠人都不会  ,0
6.78入  ,1
5.88的位置7000手分细了卖，又撤单了，玩的是哪一出？想带铐吗？  ,0
就这样被这三千手压死了？  ,0
公告属于利好消息还是利空？  ,0
公告是利好还是利空？  ,0
上市27年，融资配股22亿，净资产才10亿出头，拿着这么好的资源，钱都去哪里了？  ,0
注意！张家界将于11月22日召开股东大会  ,1
张家界:第十一届董事会2023年第六次临时会决议公告  ,1
张家界:关于张旅集团子公司票务联营暨关联交易法律意见书  ,1
张家界:子公司杨家界索道签订《张家界武陵源景区(张家界国家森林公园)“一票制”联营协议》暨关联交易的公告  ,1
一买就套，还以为捡到了宝，可笑不  ,0
还以为自己捡到宝了，一买就套。已投  ,0
几百万成交量的垃圾，你敢买，真二百舞  ,0
无庄垃圾地板量，谁买就是大二求  ,0
点评：没有大资金买入，上涨太难了，继续观望，不要参与  ,0
无庄垃圾股，就是最大的利空，继续观望看热闹  ,0
实事求是，实话实说，无庄垃圾，弱势反弹，继续看热闹  ,0
无庄垃圾，下去下去下去下去下去下去下去下去  ,0
四季度公布业绩后，将更名为*ST张家界，看热闹惹不起  ,0
旅游很火爆呀！选无庄垃圾股你自找的。  ,0
八元以为今年报复性旅游，没想到更惨不忍睹  ,0
假涨假涨假涨假涨，太假了  ,0
全天小资金推升反弹而已。假涨假涨假涨   ,1
散户推升反弹，垃圾股继续回避看热闹  ,0
张姐是今年的跨年大妖[赞]  ,0
一潭死水……  ,0
无庄垃圾股，你敢买你牛。不是英雄是炮灰   ,0
从五一买到中秋再买到国庆，都说今年旅游要报复式消费，消费没看到，我是被报复了  ,0
破位走势，或有弱势反弹，继续观望看热闹  ,0
老老实实下去吧，别装得像个人一样  ,0
狗托出来开始忽悠人了，无庄垃圾继续回避   ,0
张家界人气较昨日提升1522 现居飙升榜第三  ,1
666两年，  ,0
下去下去下去下去下去下去下去下去下去下去下去下去  ,0
张家界2023年，全年亏损确定了。除非是在第四季度，把亏损资产置换优质资产可以扭  ,0
张家界三季度净利润亏损119.11万元  ,0
没人要的倒霉蛋，继续观望一股不要   ,0
买就行了，国有股怕什么  ,1
哈哈哈哈哈，幸好早卖了，这垃圾亏损没人要，倒霉蛋股！  ,0
张家界(000430.SZ)发布前三季业绩，净亏损4220.4万元  ,0
