comment,label
买入——小作文散播假消息——吸引跟风资金进入——提前卖出，市场新套路真够黑的。这,0
上证指数多空双方可腾挪的空间已被限制在了上下两个缺口之间了,-1
今年注册制喊出来时候已经提醒清仓卖掉！上周又提醒了！今年3300是顶！3000是,-1
阵地战剑指何方？,0
这个制出来前我就说过，第一天给你们一点甜头，第二天就开始天天发套！,-1
撑不住了，盘久必跌。,-1
$上证指数(SH000001)$今晚美股上涨的概率很大,1
$上证指数(SH000001)$开盘即可低走，高大上，所向披靡。,-1
$上证指数(SH000001)$不错不错，不知不觉自选股已经十只涨停板了！,-1
明天,0
今天上午减仓了,-1
$上证指数(SH000001)$目标，3444.44收,1
$上证指数(SH000001)$哈哈哈，起飞了啊，爆赚10万＋,1
新开普的庄无路可逃！庄恶过了头，散户就不愿再挨,0
感觉整个大盘都在用小盘股对倒拉抬搞指数，没得意思。。。,-1
苦啊，太苦了,-1
今天看到一个很老土的投资诈骗新闻，各位股友们看好自己的钱袋子，不管遇到多牛逼的投,-1
又垂死挣扎三千多股大绿。,-1
海螺水泥：水泥过剩、三大机构连续不断出货、下降趋势阴跌中、股价继续下跌34元区间,-1
原因找到了告诉我一声,0
北向大跑路,-1
近段时间凡唱空者，Lz一律拉黑！！！！！点赞者一路涨涨涨涨涨涨涨涨涨！[抱拳][,0
别演了资金都跑了扛不住的,-1
$上证指数(SH000001)$招商银行看到指数往上就往下砸盘，此股已成为a股最,-1
看来要在此区域展开一轮波段反弹,1
神奇的尖峰集团：无论是任何题材，都能耐心的趴在历史底部埋伏不动！公司净资产15元,1
现在想抢反弹就是王小上河沿！,-1
外盘教育股大涨，兄弟们，你们怎么看?,1
不知不觉月线要金叉了，去年一年月线死叉所以难做，今年要改变玩法了，不会像去年那样,-1
下周失守2900,-1
最近美股低开高走，高开高走；A股却低开低走，高开低走。,-1
$上证指数(SH000001)$近期操作小心一点,0
汽车股比亚迪已创新高，新能源汽车行情景气度不会变的，未来新能源汽车肯定将会替代传,1
只有3层仓位了，跌也没关系，不轻易加仓，这个位置机会大于风险,-1
再跌一跌,-1
涨从来没跟过，跌一次落不下,-1
还不跑这两月大盘震荡个股会杀到新低,-1
唉说过不要去拉高位下跌趋势的白酒，爬的越高，跌的越重。直接托指数后腿。让他们基金,-1
$上证指数(SH000001)$建议股票延迟交易时间，上午9.30-12.30下,0
今天不走明天就没机会走了。明天港股开市北向一撤退大市就下压。,-1
30分钟线超卖,-1
预计周四反攻的，埋伏了券商！没想到来的这么快。,1
今天大盘放量下跌，明天凶多吉少，不信走着瞧。,-1
芭比Q了，上午还想着吃个大餐，现在又归零了，一天又白玩[大笑]！这股市太爽了YY,0
$上证指数(SH000001)$垃圾天天拉券商,-1
两市内资主力资金又在跑路了,-1
明天2900以下见,-1
3300有保卫战吗,-1
$上证指数(SH000001)$那些叫四千点的券商们，去那是了？,-1
媒体天天唱多本无错，就算唱空也没什么用处。但请你们心口如一，做一个有良知的媒体人,0
#成功抄底！晒晒单，让大家膜拜一下#,1
全靠你们了,0
$上证指数(SH000001)$是不是跟年初那波大跌后的反弹趋势特别像？做空肯定,-1
$上证指数(SH000001)$资金创出历史新高,0
【拓邦股份】涨停了，您关注了吗？[红包]今天盘前分享【002139拓邦股份】盘中,1
$上证指数(SH000001)$市场目前总体处于底部区域，中线看机会大于风险，但,1
大A，请开始你的表演,0
美联储公布CPI了，欧股直线跳水,-1
很多人老拿双节临近说怎么样，不看双节，就说市场，站在大A历史的第四座高峰上，前期,1
大胆预测一下，明天后天还是大跌，但是下午可能会反弹，30号应该会收十字星,-1
医药，茅台，猪肉股价都砸跌，消费只能钢筋水泥了，,-1
浙江建投主营为建筑施，昨天涨停了，感觉会持续的，长线股价仍处于底部空间，上升空间,1
天天上窜下跳！不把韭菜根拔起誓不罢休,-1
大盘是红了，怎么涨的看不懂呢？跌的更看不懂,0
不要再鬼头鬼脑的了！庄家们不要硬撑了！大跌、暴跌紧随其后的！没有投资人会为你们买,-1
真踏马的狗无休止的跌,-1
3000点已经破过一次，再破就没意思,-1
$上证指数(SH000001)$国外因耶稣受难日而休息一天或下跌，A股也不例外。,-1
大盘参考九月15日走势，新一轮恐怖的杀跌开始了！！！,-1
今天的大A，有独立行情吗？,0
明天继续下跌,-1
红一点点也是红，总比绿的要好看,0
早就说了，前面银行出来拉指数拉了两天，后面难逃震荡阴跌，现在的市场靠银行拉指数是,0
刚走的稍微好点，又拉大盘股,-1
真厉害，冲高真接不住,-1
今天高开、脉冲、震荡式高走！,1
#中国资产不是备选项，是必须投#是啊，做空中国是最容易最大收益的买卖，谁能放的过,-1
这个周末，最难买的恐怕就是药了，疫情变成生意，反复“收割”家庭消费能力，永远防控,-1
北方华创002371半导体板块龙头,1
别这样玩了，我害怕了,-1
完了完了下周暴跌,-1
还有上升空间吗,1
大家准备好银子抄底了吗？,0
西陇科学，元隆雅图也全部兑现我的话全部冲击涨停！下一步听铁粉指示！,1
$上证指数(SH000001)$子宫底初具雏形,-1
不讲武德大盘上涨，个股跌成狗,-1
$上证指数(SH000001)$兴奋一天，到收盘股票全是绿的[怒][哭],-1
重要的事再发一遍,0
加油，下砸，别磨叽了,-1
$上证指数(SH000001)$明天抢跑。,-1
一次性到2800点吧！,-1
㧓几个做空的吧,-1
#沪指再度失守3100点#3070本轮调整低点，下周围绕3070-3153震荡，,-1
码完碎觉了:年底岁末看到4200点，加仓安琪酵母，中国平安，汇顶科技，深南电路，,1
大A雄起,1
全部被托忽悠了，说有什么跨年行情，忽悠小散入套~,-1
抄底巨力锁具福利买进。,0
今日利空太多了，如果今晚美国跌，我不晓得明天大a怎么办，会再一次跌破3000点吗,-1
严控一成仓位及空仓最佳，暂不看好今年上半年股市行情.暂休息三个月不买任何ETF基,-1
终于不是黑色星期五了，难得啊。但这只不过是暴风雨前的宁静罢了，下周就要看谁跑得快,-1
冲，突破昨日高点！,1
带头砸盘的是谁？是谁？出来啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,-1
今天会回补开盘缺口吗？,-1
大家都不玩了，就让券商上市的公司IPO给自己吧，用来融券绝对大赚！,-1
$上证指数(SH000001)$A50快百分之十了，这就是低，等回调干进去,1
中贝通信，大合同和收购新业务，翻倍在即。,1
这个指数已经没有任何参考意义了,0
兄弟们在哪看流出流入呀？,-1
这上班寸爽歪歪，明天休息了,0
$上证指数(SH000001)$物极必反！,0
今天应该会出大长腿,1
新能源汽车最近这十几天都赔啥样了我都要坚持不住了,-1
大A年前不会有机会的，大伙提前清仓吧。要不就给深套了,-1
还没咋滴呢？就[赞][赞][赞],0
感觉下午有点悬,-1
花钱买指数,0
$上证指数(SH000001)$机构今天又可以吹虚一下自己的产品了……,0
这个月天天亏钱,-1
北向资金连续四天流出，恐怖,-1
不过2958，一切白瞎,-1
$上证指数(SH000001)$今天准备跌多少,-1
$上证指数(SH000001)$以我一年的经验，今天低位震荡，续势几天，继续向上,1
哎！生意惨淡！股市套牢！前途一片渺渺茫茫！,-1
$上证指数(SH000001)$现在周五的行情硬是换到周一来表现！,-1
鸡狗游资公墓私墓鸡筋一起跳水，大盘就有坑了，散户可以买买买,0
这是要打爆融资仓的节奏吗,0
$上证指数(SH000001)$内资真心缺德,0
$上证指数(SH000001)$一个月成交记录247条还没怎么盈利全缴税手续费了,-1
上证指数年线图不知道这个准不准，去年开始炒股求指教,-1
券商奉命护盘,1
$比亚迪(SZ002594)$受国际市场的恢复、中国品牌竞争力提升等因素推动，我,1
哪有一直跌的大盘，每天三千多家下跌，这样已经一个月了,-1
周线放量，下周回升,1
为什么机构可以抱团专拉一类概念股而散户不行！违法,-1
大盘大涨，五个股，没一个红的！的会买！！！[捂脸],0
感觉炒股最大的收获不是挣了多少，而是忧郁满满。真应了那句千古名言：先天下之忧而忧,0
$上证指数(SH000001)$跟一群大鳄开会研究一下全身而退，研究结果释放“利,0
马上开启暴跌模式,-1
散户们[空仓][空仓]空仓一段时间，等主力与机构对倒打压下跌回调洗盘。散户不买，,-1
$上证指数(SH000001)$[鼓掌][鼓掌][鼓掌]锂矿要大涨了,1
散户赶紧跑啊[看空][看空][看空][看空][看空][看空][看空][看空][看,-1
今天满仓，等待拭目以待[加油],-1
今天指数上涨，大家手中票涨了吗？,1
又诱多,0
华泰配股给全员发两百多亿的工资+分红，大A节后开门绿,-1
空头确实强大，怎么拉都拉不动，下周估计又要保卫3000点了,-1
$上证指数(SH000001)$888,0
高开低走，击穿3000点继续走独立行情。,-1
明天不安全了，买点防御板块吧[微笑][微笑][微笑],-1
今天是个股超跌反弹带动大盘反弹的，这种力量不堪一击，随时可能溃散做短线还得见好就,1
看着大A滑稽的操作，想起来西游那句话：快快逃命去吧[捂脸][捂脸][捂脸],-1
加速赶顶，明天大盘惨了,-1
内资每天都在流出，哪儿来的筹码？,-1
$上证指数(SH000001)$还不如快速咋到底，直接到2600,-1
早上拉一拉，不到11点就开始砸的货，天天如此,-1
$上证指数(SH000001)$去年一年涨了166点这一个月不到，就跌了114点,-1
$上证指数(SH000001)$下来吧，硬撑着不好。,-1
"跟中囯相关的证券,全都清空了",-1
$上证指数(SH000001)$虚惊一场！,-1
绿了绿了,-1
$上证指数(SH000001)$今天沪指收阳线，大盘指数就稳住了。（从CP的角度,0
周一接着砸,-1
除了新能源其他都是没持续性,-1
$上证指数(SH000001)$砸盘没力度，还敢说自己是空头？,-1
很健康稳稳的下跌开启,-1
现在什么时间割肉都是对的，反弹必出。最后的下车机会，不然后果自负，998是从什么,-1
给我个教训，让我亏完好吗？[大笑],-1
$上证指数(SH000001)$$宁德时代(SZ300750)$2021宁德时代,0
如果收盘大盘能返红票真的好看,1
今天能跌到位,-1
药周五跌，周一自救。周二有可能就结束了,0
下探急跌为了独步走出行情，马上拉升！！！！！！！！！！！！！！！！！,1
神奇2点半。,0
1,0
北向资金二天大幅流出！但大盘个股还涨多跌少！这是怎么回事,-1
$上证指数(SH000001)$破3000点是下一步目标,-1
下午跳水，看看谁跑得快,-1
猜猜明天啥样？,0
锁仓不看了，五一旅游去。,-1
各位大哥们，心中有个疑问百思不得其解，求指教。为啥网上有那么多人教别人炒股啊？股,0
$上证指数(SH000001)$反弹结束,-1
跌出s,-1
什么时候可以轮到空间站？,0
牛在什么地方？？？,-1
回补缺口了，今天指数,-1
还是空仓好，不看了，上号打几把王者吧,-1
全面爆发，王者归来拉，大家满仓干,1
三倍做空了解一下，根烂就不要怪别人做空你,-1
$上证指数(SH000001)$让主力自己玩吧，我就躺平不动了，反正要我买不可能,-1
$上证指数(SH000001)$厉害了,0
隔夜欧美股市大跌，而西方石油是涨的。原因：,0
$上证指数(SH000001)$现在都是几倍做空大A泻立停都止不住了,-1
70%的股票已经5连阴，6连阴，或7连阴了！再跌就没命了！！！！！,-1
破万亿成交量，最大利好就是超跌券商股！,1
主力尾盘杀跌。。。。。。,-1
40连阴,-1
收复失地[大笑],-1
跌把跌把，,-1
又到了3000点保卫战了,-1
[赞][爱心],0
节前不会大涨！这一周是煎熬周！震荡阴跌！,-1
$上证指数(SH000001)$每次你涨都不带劳资，你跌劳资好不容易涨一回又被你,0
月线一破，正常要震荡下跌45日前后。,-1
你与无奈为伍,0
今天美股跟涨,1
今天估计会跌吧,-1
今天暴跌失控是一定的啦！,-1
我为什么不亏钱，只做业绩环比同比增长的股票,-1
$上证指数(SH000001)$上午硬撑，下午腹泻,-1
怎么开都是低走！真行！一年90%以上时间都在低走,-1
最多再涨30点就差不多了，不信会直接牛上去,1
$上证指数(SH000001)$4月三十日之前，避免一些公司可能出现的业绩雷！,-1
#四月收官！晒晒收益，写写总结吧#今年4月份，谢谢市场，买了st聚龙直接腰斩了,-1
都是什么在涨啊，手上的全绿,-1
天天跌，何时不跌了。,-1
2500能玩ETF么---不错，放量上涨了,-1
以后有钱的都去玩30CM了，主板就自生自灭吧。,0
基金经理去哪了啊！,0
证监会发布，叶某涉嫌操纵市场已落网，监管一举打击了操纵团伙与配资中介、市场掮客、,1
此前资金介入医药比较深，后续可能还会有资金回流去博弈，但是也仅仅是前排人气股的博,-1
真赞赞永远的三千点想上4000点无门,-1
铁子们我的涪陵榨菜还是很坚挺哦,1
$上证指数(SH000001)$千股绿油油:温水煮青蛙！！！！小涨二天大跌一五天,-1
大盘收T,0
指数又调了么！,-1
最近适合底仓不动，半仓做t。不然容易被多空双杀,0
太阳系最大商业综合体—武汉梦时代广场已全部竣工，各商家正在上架铺货、培训员工,1
$上证指数(SH000001)$金融是支撑实体的实体，是经济发展的更本。,-1
又是找原因的一天,-1
明日先清仓。,-1
$上证指数(SH000001)$痛快跌行不，跌跌起来一下的,-1
地量月,-1
$上证指数(SH000001)$迟早被玩死。,-1
别忘记龙元建设，刚刚不小心删除聊天记录了,1
好久没听到过受外围影响了[大笑],0
底部已成参照4-26日行情,0
今天又套一批,-1
$上证指数(SH000001)$，洗出去了,1
$上证指数(SH000001)$两天八千没了,-1
自己什么看什么人,-1
最后一天破3300有什么悬虑没？？,-1
大盘真强，真给力，算了，我还是清仓了，这波反弹赚了20个点了，知足了,1
明天元宇宙全面爆发掌黑嘴,1
$上证指数(SH000001)$老乡别走，还有利好,1
珍爱我们仅有的生命和宝贵的财富，远离大A,0
什么牌子的神油这么硬邦邦,0
估计3000点都守不住,-1
又是拉你们买的，跌我们买的[大笑],0
昨天还想夸夸你。今天想骂你,0
#沪指重返3300点上方#有屁用啊！涨指数，个股照样跌！,-1
$上证指数(SH000001)$A股今天走单边行情，不受欧美影响,1
年年月月三千战，上窜下跳何时休？,-1
大盘急速下跌，已打乱了主力的节奏。只要大家手上持股比较抗跌的，说明主力还在，这类,-1
鸡狗猪狸出不了货，急啊～,-1
您看，风能、储能涨了，航天航空涨了，房地产和银行是长线的角度，今天虽然微跌，但问,1
$上证指数(SH000001)$证券带头，起飞[滴汗],1
放心吧，回补缺口,-1
$首航高科(SZ002665)$股市最不变的就是变化。今天快收盘的时候掉的多，但,-1
茅台已透支了！,-1
今年底要开启2600点保卫战了，重个股轻指数,-1
趁着鸡精年底做业绩，大家赶紧趁机把抱团股出了，让鸡们明年哭去吧,0
缩量反抽诱多完事。随时跳水,-1
如果信念有颜色，那一定是中国红！祝祖国生日快乐！,0
不服拉白酒,-1
不见兔子不撒鹰,0
垃圾，跟跌不跟涨，,-1
#3000点警报解除？#,-1
虎年春联征集：一顿操作猛如虎，求下联,0
下星期跌一点点，个股都能跌的披头散发,-1
今天的大盘指数走势说明了什么？北向资金今天暴买186亿，内资在干什么？在砸自已的,-1
中国能建：今天肯定调整洗盘压盘！想抛出的休息，想买入的随意！,1
就这个玩法估计机构都不跟它玩了,-1
涨的都是啥玩意,1
今天港股是正常交易的，为啥深股通、沪股通都暂停交易了呢？,0
没人进套了[胜利][胜利],0
下午跳水？,-1
大盘都到3700，楚天还在3300左右，补涨,0
不跌不能显示大A的与众不同！——哈哈,-1
做w双击图形。有利于下周有效突破3300,-1
老套路没改变,0
$上证指数(SH000001)$提议设立啃老族板块，如茅台，五粮液，老窑，洋河，,-1
兵败如山倒。,-1
$上证指数(SH000001)$赶紧破3000，别扭扭捏捏了，赶紧破3000，2,-1
完了直接补缺口，清仓,-1
能到3170,-1
利好落地就是大利空[呲牙],0
证券股就是小散的坟墓,-1
恒久的优势在于，上周末没有进入重点监控名单，而违规减持，那是个人的事，与公司无关,-1
买入“家家悦”，超级蓝筹股港资想吞并,-1
如果不出现什么大的问题“利空“，上证估计很难跌破那个红线。但是回补缺口，回踩的可,0
回调到2600点、2800点等社保！空仓！[吃瓜][吃瓜],-1
又是围绕3000点保卫战进行，哎，真没意思，这多少年了，一直这样搞，说实话再说一,-1
只有这样，那些大V才肯闭嘴,0
$上证指数(SH000001)$股市大跌下周开始走进熊市，[大笑][大笑],-1
没错，就是地产在砸盘！,-1
哈哈，我踏空了？,-1
乾坤倒转征程第八十三天。友友们，干杯！！！胜的。[大笑][大笑][大笑][献花],0
大牛市来了，今天必过3100,1
300276有20点的涨幅度，可以买了,1
就是一样，就想往下拉！,-1
双锤打庄，明天看涨,1
轻仓轻仓，自然灾害频繁，观望观望。,-1
狗子小庄，看看人家,0
$上证指数(SH000001)$3100是你大爷？,0
牛市逆转，马上进入熊市。,-1
疯了,-1
稳稳的下跌,-1
$上证指数(SH000001)$慢慢准备把钱从股市撤出来，放银行虽然收益低，但是,-1
别怕，还没有崩盘呢，大盘连续跌停都遇到过,-1
内资都嫌筹码贵，用量化打压砸盘下跌，空仓观望，等2800点再来看看。这些的大盘走,-1
研究行情的券商都[下跌][下跌][下跌]还是再等等，现金为王为上,-1
#北资要溜了？A股后市咋走？#没有北向资金，我们股市都垮了吗？北向资金只是锦上添,-1
[鬼脸],0
拉升茅台宁德时代等高价股，谁敢去跟。只有让中小盘低价股和绩优低价股上涨才能扭转股,0
$上证指数(SH000001)$上涨就发问询函，跌成狗都不哼声！,-1
A股冲啊，战胜敌人,0
低开,0
$上证指数(SH000001)$纯粹诱多，持续看空到2800,-1
国家工信部力推、装备制造业发展、强国强军,1
周线大阴线，拭目以待,-1
上午大跌要加仓，这个点位又不是3700，下午会V回来的,1
又开始跌了,-1
快2800了吧,-1
投资最大的错误，再看一遍啊啊啊,0
#A股估值已被低估#长期看好？长期是多久？总说估值合理，也没耽误天天跌，价值股小,0
什么破玩意,-1
上星期果断提醒了，反弹结束，重回3000以下！问你服不服？技术没用？那些都是韭菜,-1
别跌了，工资都搭进去了。[哭],-1
明天低开买进，高开尾盘买，不碰券商股。,0
温水煮青蛙[大笑][大笑][大笑][大笑]哈哈哈哈哈哈,-1
[鼓掌][鼓掌][鼓掌]今天医疗又雪崩了，血崩[鼓掌],-1
满仓躺平,0
好笑，百分之90的人是陪跑的,-1
没散户解散，主力可怜也卖不出了,-1
不玩了，拜拜,0
割肉了！三天亏了半年工资！安安心心过日子吧！,-1
大盘末抱希望，俄乌战争还在进行，不确定因素很多，这个月就这样了,-1
$上证指数(SH000001)$主力像个一样一直砸盘,-1
红盘过周末，哈哈,1
$上证指数(SH000001)$看样子今天可以保住2900,-1
一定要回补缺口？有强迫症,-1
为什么指数涨我都全线跌,-1
来了来了摊牌了镰刀挥起来,0
今年第二只签，不知道是福是祸！大家说说，我要不要[坏笑]上只赚了1万2[微笑],1
今天赚钱效益爆棚。1000多只股票涨幅超4%。，100多只股票涨停。,1
$上证指数(SH000001)$调出指数的标的都大涨，为啥呢？被动卖出拉高出货？,0
感恩赢了,0
都是带血的筹码,-1
拉起来再砸，更有俯冲力！,-1
强烈建议暂停期指交易,-1
中国人不骗中国人，老乡，牛市真的来了！,-1
白酒还有一波年报行情，肯定的！,1
我们的操作不完美，但很实用！,-1
普通人唯一长期赚钱的办法是长期持有7%分红以上的股票长期持有，但不符合各方利益,0
好日子还在后头呢,-1
极具价值，极具启发，近期底部形态形成的几只股票走势图形。前事不忘，后事之师。读万,0
指数涨了，票全绿,0
宁茅，其他，一动不动,-1
$上证指数(SH000001)$2800见,-1
病的不轻什么样的利好都救不了它,-1
现在是卖股买房的好时机,-1
今天会暴跌100个点,-1
跌破三千点吧,-1
光环新网阳包阴,-1
昨天大盘大涨，今天做横盘震荡。盘中做了一次洗盘动作，这次洗盘算是洗的彻底，明天继,1
内资简直了，天天跑,-1
年底看3700,1
看看美股，不服行吗？,-1
$上证指数(SH000001)$今日开始清仓,-1
$上证指数(SH000001)$大盘太恶心了，看一下美股，太弱了吧,-1
#有奖征文|业绩窗口期，解读中报赢奖金#,0
周一大涨,1
$上证指数(SH000001)$节前分批低吸节后报复性反弹[呲牙],1
2934不是这次的底,-1
炒股就要炒风向，,0
$上证指数(SH000001)$在3000点玩个够,-1
暴跌开始,-1
$上证指数(SH000001)$黄金大涨今天完犊子了,-1
黑色365，不服你就补。,-1
亿万大A散户，造福着全世界。[赞][赞],0
$上证指数(SH000001)$净溜出100亿可能都太少了，应该200亿再继续打,-1
红妆绿裹，分外妖娆。,0
360应该是十倍股以上起步吧,1
《每日一帖，向着50万目标》净资产62457 当日盈亏-730 累计提-10K,-1
转发,0
漫漫长夜，无心睡眠,0
$上证指数(SH000001)$小a是三大跌，一小涨,-1
$上证指数(SH000001)$自己看，自己想！,0
3000点很快就会变成铁顶了？,-1
等待大阳,0
$上证指数(SH000001)$大国股市！[赞][赞],1
3150_3170大概率还是要踩的，把握好板块与个股就好了[旺柴],-1
说这个金种子酒的股价在十九左右的地方夯了很久，基本上夯实了！有人说金种子是从几块,1
3070的缺口是必补的，干脆点,-1
唯＂中储＂具统一大市场、平台经济、强国交通等GJ级概念！,1
你清仓了吗？喊了三个月了，谁信谁减少了很多损失！如果后面有反弹还是要减仓。后面还,-1
该抄底的不要犹豫，一年中不会有第三次机会！,1
#北资疯狂买入，A股缘何跳水？#内资机构砸盘，,-1
听话的不多啊啊啊,-1
这水跳得我都傻眼了,-1
凉凉的,-1
$上证指数(SH000001)$每次反弹都是逃命的机会，大众吃饭都是问题，那有钱,-1
$上证指数(SH000001)$今天记得打预防针哦,0
$上证指数(SH000001)$清仓了,-1
601798蓝科高新：氢能源国家队、中氢科技液态阳光全球首发20个涨停板,1
$上证指数(SH000001)$马上就到上升趋势下轨，只要不跌破，就是反转！,-1
400074信息公告,0
$上证指数(SH000001)$大神们，你们说说，大A怎么了？,0
下午果然加速跌,-1
$上证指数(SH000001)$一根小阳线就忘记了昨日的痛,0
大盘涨不涨，主力资金很重要。,0
强烈呼吁严查恶意做空a股的大空头,-1
老大老二今天还在流出，太聪明了。,-1
银行股一涨，个股都下跌，好像其他公司都以银行有深仇大恨似的，但是哪家公司能离得开,-1
$上证指数(SH000001)$要全线跌停吗？谁在倒鬼？,-1
上午赶顶。下午跳水?,0
调整的差不多了吧[拜神][拜神][拜神],1
$上证指数(SH000001)$明显的下跌趋势，macd已经在下跌轨道中。,-1
2900看样子守不住，空方主导,-1
国庆期间外盘太涨，A股在休市。等A股开盘后，外盘转跌，A股又会跟着跌。A股从来就,-1
坐等暴跌,-1
4100只上涨，笑死人了,1
还有一百点的上涨空间,1
$上证指数(SH000001)$继续狂欢，每个星期十几只！,-1
今天大量散户进场了。庄家在且战且退。,-1
夺回秋雅任务继续中，这个月还有新高，各位放心啦，不放心的也不要清仓留一点观望就可,1
见顶了,-1
今天我们的股市也要大跌,-1
指数涨。买的股票不涨。指数跳水。买的股票跟着跳水,0
诱多,0
高盛加仓了,1
白酒板块强势归来！白酒，国之大本，值得持有。,1
内资又耍小聪明了,-1
熊长牛短，股市规律。,0
刚才看过北向资金流入流出情况，看周线总体上北向资金是大幅流入的，最近9月10日至,-1
昨天虽然有60分钟触底反弹。但是成交量还是不够，才9000多亿。不足以强势突破，,1
最近很多股票涨幅很大，指数涨很多，机构与主力获利兑现砸盘出货下跌，散户们空仓一段,-1
兄弟们，2019年3200点，2022年2900点，何其荣幸能见证这种奇观啊,-1
十三年零涨幅，不可能走牛,-1
主力又打压砸盘回调了，散户们请先空仓[空仓][空仓],-1
短暂利好的鬼故事讲完，长期融资扩容的闸门无度敞开，利好上涨变为梦幻，长期阴跌才是,-1
元宇宙还是可以的天下秀涨停了，这是回调结束了，感觉还会有行情出现的。$天下秀(S,1
华翔股份大概率是震荡下行，虽然业绩表现不错，但是稳不住就是下跌回调，看看回调过程,-1
指数天天跌，股票天天跌，厉害了,-1
2021年靠着真皮沙发小日子过的很安逸，2022年，不到一个月直接躺硬座上，一动,-1
又给了出的机会。,0
涨的都些垃圾股，概念题材股，资金是逐利没错，可谁又是市场的基石？,-1
$上证指数(SH000001)$敬告:两种准备，不上3300点.不跌到2600不,0
券商拉，股票死！！！！！！！！！！！！,0
此生感觉很荣庆，能亏钱给我大A,-1
$上证指数(SH000001)$本周不会大跌，，，,0
确立上午盘中第二的低点了。超短线没必要这个位置割,0
$上证指数(SH000001)$明天又是星期四,0
卷商拉指数只是解决燃眉之急，必须解决根本问题，就必须严惩恶意做空经济，制造混乱的,-1
可以参与。国防军工板块异动拉升，中航沈飞涨近7%，中航西飞涨超6%，航新科技、天,1
出货了,-1
人为拉高为扩容，行吗？！,-1
我们单位通知我隔日上一天班，为了避开集中感染，明日休息，真开心，就是药不好买，我,0
大哥，走稳点，前半个小时不要猛拉,1
要控制好仓位过节。,0
？？？？？,0
马的币，涨得时候没挣几个钱，跌的时候怪狠,-1
果断高开低走,-1
可以大力卖票了，大胆的持股过节，胆小的持币过节，大盘刚好跟我预测一样到了3020,-1
$上证指数(SH000001)$涨一天，补跌一周模式[下跌][下跌][下跌],-1
我A今日三大股指分化，个股普跌，宝色股份结束连续多个20CM涨停，和邦生物马上调,1
2023全力以赴搞经济，现在就是绝对的大底,1
天天亏，背不住了，清仓走人，玩不起啊玩不起,-1
今天可以多捡点筹码,1
$上证指数(SH000001)$大盘是无辜的，个股是阴险的,0
好好,0
很快就会二了,0
放量，放大量躺平了,-1
六十,0
$创业板指(SZ399006)$$上证指数(SH000001)$编辑描述美股大涨,1
我是选股大师，就是一只没买[大哭][大哭][大哭][大哭][大哭],0
下跌中继,-1
市场明天低开铁定了！现在还在唱多的，乐观的，不是很成的表现！市场交易量没有缩！短,-1
整体向好，基本可控，强势增长,1
$上证指数(SH000001)$牛啊牛，先破3300，踩出新低，把融资盘杀爆一批,-1
去汽车，今天压根没什么主力买汽车，明天全部闷杀,-1
可劲表演吧，反正节前就是不买，你个得,-1
625明年不到60，后年到，24年必到。,0
今天应该收绿盘，最多微红，明天开始下跌，直到节前，节后开启大涨模式,-1
还要寻底吗？,-1
请教下各位大神，指数回来了，我钱却没有了，可以上哪里举报？,0
今天A线暴涨130点,1
外围继续大涨，大A开盘+2%,1
3.23 下午 大盘下跌 大家小心,-1
拭目以待,0
涨指数，不涨各股,0
3280附近是很多均线的交汇处，压力特大，但是一旦跨越，上方就只有年线，第一目标,1
就是等时机呢，意图哪天外围跌，估计低开然后高走吃小散筹码，就你们聪明是吗？,-1
知否，知否，应是绿肥红瘦。[呲牙],0
$上证指数(SH000001)$中石油起来准没好,-1
$上证指数(SH000001)$兄弟们跑吧，2863再进,-1
！指数在飞，却亏钱,0
送走短线的，可以大幅开干了,1
$上证指数(SH000001)$演了一天到收盘就漏出真面目了,-1
今天星期四，向下调整是必须的！[胜利],-1
大家也不希望好股一被外资买走，找出好股买入，中国大牛市。,1
日月股份火箭了！龙头股是牛逼,1
$上证指数(SH000001)$明天大A是不是又是高开低走,-1
$上证指数(SH000001)$挺起你的脊梁来,-1
$上证指数(SH000001)$现在不是抄底时机，相反每次反弹都是逃命的机会！,-1
年前只看戏,-1
中国股票太贵，56块可以上到10块都是坑货，股息小，出股息亏死,-1
量能放大一点点立即收割,-1
应该是见顶了，开始做空发财吧！,-1
有人说山西焦化业绩增长200%！谁知道是真是假？？？？？？？？,1
奶奶的今天又是乌龟缩头走势,-1
操作得当熊市也照赚,0
今天是拉指数吗？,-1
相信中国，相信党，,0
今日大盘会全天震荡收绿盘,-1
3000底部、2900市场底、2800政策底、2700成人底、2600中年底？2,-1
涨跌还得看外资，外资是爹,-1
#高盛：已看到A股牛市迹象#嘴里吐不出象牙,0
大A乃全世界最靓的仔,0
一地鸡毛哪,-1
过完年二月，二月十几个交易日，又是缩量的，也是年前大跌的企稳过程，二月，小阳概率,0
$上证指数(SH000001)$3000点再也不见。,-1
$上证指数(SH000001)$估计今天是高点，明天冲高要回落,-1
天冷了！！！肉要涨价了,-1
这次大家的亏损其实不是操作问题，是被假指数给闷杀的。,-1
$上证指数(SH000001)$本周拿下3380牛市开始了[加油][加油],1
够曰的证券，银行，都是股市好的时候他们砸盘，股市不好时候它出来护盘稳定大盘指数，,-1
跳空缺口是否回补？,-1
$上证指数(SH000001)$切记不要加仓！！！！！！不要上当！！！！,-1
卦：午后13:00开盘指数必定在3300之上，今天百点长阳,1
